id_global,movieId,imdbid,budget,original_title,popularity,revenue,runtime,vote_average,vote_count,gender_id,gender_name,tmdbId,userId,average_rating,cast_character,cast_namer,crew_job,crew_namer
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,119,5.0,Lodovico,Michael Sheen,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,119,5.0,Lodovico,Michael Sheen,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,119,5.0,Lodovico,Michael Sheen,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,119,5.0,Montano,Nicholas Farrell,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,119,5.0,Montano,Nicholas Farrell,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,119,5.0,Montano,Nicholas Farrell,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,119,5.0,Emilia,Anna Patrick,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,119,5.0,Emilia,Anna Patrick,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,119,5.0,Emilia,Anna Patrick,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,119,5.0,Roderigo,Michael Maloney,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,119,5.0,Roderigo,Michael Maloney,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,119,5.0,Roderigo,Michael Maloney,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,119,5.0,Bianca,Indra Ové,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,119,5.0,Bianca,Indra Ové,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,119,5.0,Bianca,Indra Ové,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,119,5.0,Cassio,Nathaniel Parker,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,119,5.0,Cassio,Nathaniel Parker,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,119,5.0,Cassio,Nathaniel Parker,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,119,5.0,Iago,Kenneth Branagh,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,119,5.0,Iago,Kenneth Branagh,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,119,5.0,Iago,Kenneth Branagh,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,119,5.0,Desdemona,Irène Jacob,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,119,5.0,Desdemona,Irène Jacob,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,119,5.0,Desdemona,Irène Jacob,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,119,5.0,Othello,Laurence Fishburne,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,119,5.0,Othello,Laurence Fishburne,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,119,5.0,Othello,Laurence Fishburne,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,86,4.0,Lodovico,Michael Sheen,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,86,4.0,Lodovico,Michael Sheen,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,86,4.0,Lodovico,Michael Sheen,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,86,4.0,Montano,Nicholas Farrell,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,86,4.0,Montano,Nicholas Farrell,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,86,4.0,Montano,Nicholas Farrell,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,86,4.0,Emilia,Anna Patrick,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,86,4.0,Emilia,Anna Patrick,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,86,4.0,Emilia,Anna Patrick,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,86,4.0,Roderigo,Michael Maloney,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,86,4.0,Roderigo,Michael Maloney,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,86,4.0,Roderigo,Michael Maloney,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,86,4.0,Bianca,Indra Ové,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,86,4.0,Bianca,Indra Ové,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,86,4.0,Bianca,Indra Ové,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,86,4.0,Cassio,Nathaniel Parker,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,86,4.0,Cassio,Nathaniel Parker,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,86,4.0,Cassio,Nathaniel Parker,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,86,4.0,Iago,Kenneth Branagh,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,86,4.0,Iago,Kenneth Branagh,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,86,4.0,Iago,Kenneth Branagh,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,86,4.0,Desdemona,Irène Jacob,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,86,4.0,Desdemona,Irène Jacob,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,86,4.0,Desdemona,Irène Jacob,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,86,4.0,Othello,Laurence Fishburne,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,86,4.0,Othello,Laurence Fishburne,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,86,4.0,Othello,Laurence Fishburne,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,294,3.5,Lodovico,Michael Sheen,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,294,3.5,Lodovico,Michael Sheen,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,294,3.5,Lodovico,Michael Sheen,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,294,3.5,Montano,Nicholas Farrell,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,294,3.5,Montano,Nicholas Farrell,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,294,3.5,Montano,Nicholas Farrell,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,294,3.5,Emilia,Anna Patrick,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,294,3.5,Emilia,Anna Patrick,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,294,3.5,Emilia,Anna Patrick,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,294,3.5,Roderigo,Michael Maloney,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,294,3.5,Roderigo,Michael Maloney,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,294,3.5,Roderigo,Michael Maloney,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,294,3.5,Bianca,Indra Ové,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,294,3.5,Bianca,Indra Ové,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,294,3.5,Bianca,Indra Ové,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,294,3.5,Cassio,Nathaniel Parker,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,294,3.5,Cassio,Nathaniel Parker,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,294,3.5,Cassio,Nathaniel Parker,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,294,3.5,Iago,Kenneth Branagh,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,294,3.5,Iago,Kenneth Branagh,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,294,3.5,Iago,Kenneth Branagh,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,294,3.5,Desdemona,Irène Jacob,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,294,3.5,Desdemona,Irène Jacob,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,294,3.5,Desdemona,Irène Jacob,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,294,3.5,Othello,Laurence Fishburne,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,294,3.5,Othello,Laurence Fishburne,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,294,3.5,Othello,Laurence Fishburne,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,9,3.0,Lodovico,Michael Sheen,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,9,3.0,Lodovico,Michael Sheen,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,9,3.0,Lodovico,Michael Sheen,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,9,3.0,Montano,Nicholas Farrell,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,9,3.0,Montano,Nicholas Farrell,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,9,3.0,Montano,Nicholas Farrell,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,9,3.0,Emilia,Anna Patrick,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,9,3.0,Emilia,Anna Patrick,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,9,3.0,Emilia,Anna Patrick,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,9,3.0,Roderigo,Michael Maloney,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,9,3.0,Roderigo,Michael Maloney,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,9,3.0,Roderigo,Michael Maloney,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,9,3.0,Bianca,Indra Ové,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,9,3.0,Bianca,Indra Ové,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,9,3.0,Bianca,Indra Ové,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,9,3.0,Cassio,Nathaniel Parker,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,9,3.0,Cassio,Nathaniel Parker,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,9,3.0,Cassio,Nathaniel Parker,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,9,3.0,Iago,Kenneth Branagh,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,9,3.0,Iago,Kenneth Branagh,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,9,3.0,Iago,Kenneth Branagh,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,9,3.0,Desdemona,Irène Jacob,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,9,3.0,Desdemona,Irène Jacob,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,9,3.0,Desdemona,Irène Jacob,Writer,William Shakespeare
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,9,3.0,Othello,Laurence Fishburne,Adaptation,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,9,3.0,Othello,Laurence Fishburne,Director,Oliver Parker
16420,26,0114057,0,Othello,1.845899,0,123.0,7.0,33,18,Drama,16420,9,3.0,Othello,Laurence Fishburne,Writer,William Shakespeare
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Ballroom Dancer (uncredited),Derek Lyons,Writer,Richard Loncraine
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Ballroom Dancer (uncredited),Derek Lyons,Writer,Ian McKellen
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Ballroom Dancer (uncredited),Derek Lyons,Theatre Play,William Shakespeare
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Ballroom Dancer (uncredited),Derek Lyons,Director,Richard Loncraine
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,1st Subaltern,James Dreyfus,Writer,Richard Loncraine
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,1st Subaltern,James Dreyfus,Writer,Ian McKellen
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,1st Subaltern,James Dreyfus,Theatre Play,William Shakespeare
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,1st Subaltern,James Dreyfus,Director,Richard Loncraine
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Brackenbury,Donald Sumpter,Writer,Richard Loncraine
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Brackenbury,Donald Sumpter,Writer,Ian McKellen
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Brackenbury,Donald Sumpter,Theatre Play,William Shakespeare
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Brackenbury,Donald Sumpter,Director,Richard Loncraine
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Sir Richard Ratcliffe,Bill Paterson,Writer,Richard Loncraine
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Sir Richard Ratcliffe,Bill Paterson,Writer,Ian McKellen
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Sir Richard Ratcliffe,Bill Paterson,Theatre Play,William Shakespeare
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Sir Richard Ratcliffe,Bill Paterson,Director,Richard Loncraine
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Archbishop Thomas,Roger Hammond,Writer,Richard Loncraine
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Archbishop Thomas,Roger Hammond,Writer,Ian McKellen
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Archbishop Thomas,Roger Hammond,Theatre Play,William Shakespeare
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Archbishop Thomas,Roger Hammond,Director,Richard Loncraine
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,King Edward IV,John Wood,Writer,Richard Loncraine
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,King Edward IV,John Wood,Writer,Ian McKellen
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,King Edward IV,John Wood,Theatre Play,William Shakespeare
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,King Edward IV,John Wood,Director,Richard Loncraine
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,The Earl of Richmond,Dominic West,Writer,Richard Loncraine
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,The Earl of Richmond,Dominic West,Writer,Ian McKellen
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,The Earl of Richmond,Dominic West,Theatre Play,William Shakespeare
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,The Earl of Richmond,Dominic West,Director,Richard Loncraine
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Lord Hastings,Jim Carter,Writer,Richard Loncraine
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Lord Hastings,Jim Carter,Writer,Ian McKellen
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Lord Hastings,Jim Carter,Theatre Play,William Shakespeare
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Lord Hastings,Jim Carter,Director,Richard Loncraine
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,The Duke of Clarence,Nigel Hawthorne,Writer,Richard Loncraine
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,The Duke of Clarence,Nigel Hawthorne,Writer,Ian McKellen
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,The Duke of Clarence,Nigel Hawthorne,Theatre Play,William Shakespeare
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,The Duke of Clarence,Nigel Hawthorne,Director,Richard Loncraine
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Lord Stanley,Edward Hardwicke,Writer,Richard Loncraine
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Lord Stanley,Edward Hardwicke,Writer,Ian McKellen
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Lord Stanley,Edward Hardwicke,Theatre Play,William Shakespeare
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Lord Stanley,Edward Hardwicke,Director,Richard Loncraine
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Earl Rivers,Robert Downey Jr.,Writer,Richard Loncraine
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Earl Rivers,Robert Downey Jr.,Writer,Ian McKellen
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Earl Rivers,Robert Downey Jr.,Theatre Play,William Shakespeare
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Earl Rivers,Robert Downey Jr.,Director,Richard Loncraine
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,William Catesby,Tim McInnerny,Writer,Richard Loncraine
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,William Catesby,Tim McInnerny,Writer,Ian McKellen
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,William Catesby,Tim McInnerny,Theatre Play,William Shakespeare
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,William Catesby,Tim McInnerny,Director,Richard Loncraine
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Duchess of York,Maggie Smith,Writer,Richard Loncraine
31174,41,0114279,0,Richard III,4.561387,0,104.0,6.9,50,18,Drama,31174,484,4.0,Duchess of York,Maggie Smith,Writer,Ian McKellen
